"perse","activity","start_time","xcoord","ycoord"
"407","other","0925",778779.70651,5745319.61958
"407","shops","1124",777902.25512,5762634.6724
"407","home","1314",775142,5757371
"407","shops","1455",777902.25512,5762634.6724
"407","beach","1603",778406.90316,5743587.79637
"407","home","1849",775142,5757371
"408","home","0000",784742,5761505
"408","other","0750",777888.65052,5762548.96247
"408","home","0812",784742,5761505
"408","work","1154",786334.34808,5764005.76275
"408","home","1938",784742,5761505
"409","home","0000",781087,5762532
"409","other","1555",777888.65052,5762548.96247
"409","work","1660",761856.89786,5763333.34179
"409","home","2359",781087,5762532
"410","home","0000",781825,5763310
"410","other","0057",777888.65052,5762548.96247
"410","home","0238",781825,5763310
"410","work","0423",789434.99816,5751266.44194
"410","home","1221",781825,5763310
"410","shops","1904",777902.25512,5762634.6724
"410","home","2148",781825,5763310
"411","home","0000",771381,5763063
"411","other","0914",777888.65052,5762548.96247
"411","work","1031",761856.89786,5763333.34179
"411","home","1907",771381,5763063
"412","home","0000",785545,5753785
"412","work","0013",789848.05453,5752795.44381
"412","home","0926",785545,5753785
"412","shops","1302",778433.82508,5744429.17115
"412","home","1643",785545,5753785
"413","home","0000",772795,5758780
"413","work","0535",759310.02792,5730461.39643
"413","other","1215",777888.65052,5762548.96247
"413","shops","1516",777902.25512,5762634.6724
"413","home","1817",772795,5758780
"414","home","0000",774479,5761657
"414","work","0936",770405.93026,5737998.74274
"414","home","1706",774479,5761657
"414","other","1850",777888.65052,5762548.96247
"414","home","2033",774479,5761657
"415","home","0000",775957,5754262
"415","shops","1135",778482.57737,5744462.75843
"415","home","1323",775957,5754262
"415","work","1749",779012.88562,5744520.34118
"415","home","2359",775957,5754262
"416","home","0000",784840,5752746
"416","other","0755",778779.70651,5745319.61958
"416","work","0814",778463.2759,5744455.4553
"416","home","1640",784840,5752746
"417","home","0000",774258,5760705
"417","other","0310",777888.65052,5762548.96247
"417","home","0449",774258,5760705
"417","other","1027",777888.65052,5762548.96247
"417","home","1325",774258,5760705
"417","other","1540",731478.52678,5755794.65326
"417","shops","1620",777902.25512,5762634.6724
"417","home","1828",774258,5760705
"418","home","0000",774108,5756654
"418","other","0604",777888.65052,5762548.96247
"418","home","0825",774108,5756654
"418","beach","1549",759326.8826,5729839.13291
"418","work","1656",759374.79717,5729757.06377
"418","home","2359",774108,5756654
"419","home","0000",773880,5753813
"419","other","1001",778154.87981,5743919.35957
"419","home","1335",773880,5753813
"419","beach","1552",786255.54497,5747965.81546
"419","work","1659",770405.93026,5737998.74274
"419","home","2359",773880,5753813
"420","home","0000",780953,5755200
"420","other","1131",777888.65052,5762548.96247
"420","home","1326",780953,5755200
"420","beach","1546",790861.74053,5752552.89152
"420","shops","1748",790357.10312,5752184.65303
"420","home","1801",780953,5755200
"421","home","0000",773532,5758771
"421","other","0731",777888.65052,5762548.96247
"421","work","0847",778791.70915,5745372.55639
"421","home","1621",773532,5758771
"422","home","0000",776938,5761879
"422","work","0424",792919.68545,5754526.38383
"422","beach","1256",790641.84348,5751394.20125
"422","home","1551",776938,5761879
"422","shops","1642",777902.25512,5762634.6724
"422","home","2040",776938,5761879
"423","home","0000",777552,5752552
"423","other","0721",777888.65052,5762548.96247
"423","work","0808",779012.88562,5744520.34118
"423","home","1750",777552,5752552
"424","home","0000",782836,5760560
"424","other","0753",777888.65052,5762548.96247
"424","work","0901",789434.99816,5751266.44194
"424","shops","1649",790357.10312,5752184.65303
"424","other","1841",778154.87981,5743919.35957
"424","home","2006",782836,5760560
"425","home","0000",784059,5760791
"425","work","1030",786334.34808,5764005.76275
"425","home","1906",784059,5760791
"426","home","0000",773716,5756088
"426","work","0846",778463.2759,5744455.4553
"426","shops","1608",770351.40111,5738001.92605
"426","home","1837",773716,5756088
"427","home","0000",780172,5761866
"427","work","0933",779513.96035,5746544.88888
"427","shops","1708",778279.66613,5743500.15352
"427","other","1804",777888.65052,5762548.96247
"427","home","2038",780172,5761866
"428","home","0000",773022,5755695
"428","other","0908",789863.66729,5753170.47836
"428","home","1148",773022,5755695
"428","shops","1206",777902.25512,5762634.6724
"428","work","1713",770405.93026,5737998.74274
"428","home","2359",773022,5755695
"429","home","0000",781960,5760975
"429","work","0828",790484.60538,5754857.18225
"429","beach","1658",794920.60169,5772690.71159
"429","home","1859",781960,5760975
"430","home","0000",782156,5758600
"430","work","0919",756924.90574,5726253.79922
"430","shops","1710",790505.64718,5752116.69154
"430","home","2047",782156,5758600
"431","home","0000",786673,5757342
"431","other","0029",792837.45553,5769972.52889
"431","home","0332",786673,5757342
"431","other","0838",790829.71368,5755284.52525
"431","shops","1043",789974.17245,5752810.54643
"431","beach","1213",786255.54497,5747965.81546
"431","shops","1533",790505.64718,5752116.69154
"431","work","1610",790098.62271,5754759.19639
"431","home","2359",786673,5757342
"432","home","0000",782606,5758058
"432","shops","1340",732598.98147,5756278.36455
"432","beach","1422",790006.00295,5750945.9283
"432","work","1602",786334.34808,5764005.76275
"432","home","2359",782606,5758058
"433","home","0000",778016,5756679
"433","shops","1037",778433.82508,5744429.17115
"433","beach","1208",786985.47082,5748372.83646
"433","home","1545",778016,5756679
"433","work","1636",771120.82582,5738818.00056
"433","home","2359",778016,5756679
"434","home","0000",773305,5753883
"434","work","0831",779012.88562,5744520.34118
"434","home","1702",773305,5753883
"435","home","0000",782334,5753585
"435","work","1005",789434.99816,5751266.44194
"435","other","1848",790829.71368,5755284.52525
"435","home","2046",782334,5753585
"436","home","0000",786282,5752547
"436","other","0617",790829.71368,5755284.52525
"436","work","0937",760006.41615,5728788.01073
"436","home","1639",786282,5752547
"437","home","0000",772528,5756794
"437","beach","0851",790861.74053,5752552.89152
"437","shops","1009",778482.57737,5744462.75843
"437","other","1321",790829.71368,5755284.52525
"437","work","1632",778649.17232,5743860.56825
"437","home","2359",772528,5756794
"438","home","0000",771133,5759020
"438","shops","0824",761647.31617,5762952.48569
"438","work","1639",771120.82582,5738818.00056
"438","home","2359",771133,5759020
"439","home","0000",786339,5754001
"439","work","0946",792919.68545,5754526.38383
"439","home","1713",786339,5754001
"440","home","0000",776405,5764159
"440","shops","1244",777902.25512,5762634.6724
"440","home","1457",776405,5764159
"440","work","1715",790106.78926,5751427.52566
"440","home","2359",776405,5764159
"441","home","0000",786646,5763416
"441","work","1040",786334.34808,5764005.76275
"441","home","1936",786646,5763416
"442","home","0000",782902,5756837
"442","other","1132",771374.44073,5738835.66619
"442","shops","1337",777902.25512,5762634.6724
"442","work","1751",790098.62271,5754759.19639
"442","home","2359",782902,5756837
"443","home","0000",774096,5756100
"443","other","1337",778779.70651,5745319.61958
"443","beach","1402",788528.10978,5750214.98843
"443","work","1752",771120.82582,5738818.00056
"443","home","2359",774096,5756100
"444","home","0000",779635,5762334
"444","shops","0855",777902.25512,5762634.6724
"444","work","1353",786334.34808,5764005.76275
"444","home","2104",779635,5762334
"445","home","0000",781571,5752747
"445","other","0038",778546.67853,5744446.73313
"445","home","0333",781571,5752747
"445","work","0820",792919.68545,5754526.38383
"445","shops","1627",790670.88255,5752085.50432
"445","home","1839",781571,5752747
"446","home","0000",782283,5754956
"446","other","0318",793202.25852,5769898.53301
"446","home","0645",782283,5754956
"446","other","1526",789863.66729,5753170.47836
"446","work","1715",778791.70915,5745372.55639
"446","home","2359",782283,5754956
"447","home","0000",772208,5758421
"447","work","0844",760128.0835,5729217.22829
"447","beach","1746",788528.10978,5750214.98843
"447","shops","1910",778433.82508,5744429.17115
"447","home","2115",772208,5758421
"448","home","0000",785617,5756582
"448","other","0333",792837.45553,5769972.52889
"448","home","0435",785617,5756582
"448","other","0806",793202.25852,5769898.53301
"448","home","1134",785617,5756582
"448","shops","1346",789974.17245,5752810.54643
"448","home","1602",785617,5756582
"449","home","0000",778595,5756517
"449","other","1031",771374.44073,5738835.66619
"449","shops","1340",778279.66613,5743500.15352
"449","other","1459",771374.44073,5738835.66619
"449","work","1736",793249.38427,5770567.6814
"449","home","2359",778595,5756517
"450","home","0000",776233,5764398
"450","shops","0909",777902.25512,5762634.6724
"450","work","1128",792919.68545,5754526.38383
"450","home","1837",776233,5764398
"451","home","0000",784041,5764079
"451","work","0052",786334.34808,5764005.76275
"451","home","0836",784041,5764079
"451","beach","1047",790641.84348,5751394.20125
"451","shops","1324",778482.57737,5744462.75843
"451","home","1614",784041,5764079
"452","home","0000",784759,5756294
"452","work","0803",790484.60538,5754857.18225
"452","home","1631",784759,5756294
"453","home","0000",784129,5764138
"453","work","0838",786334.34808,5764005.76275
"453","other","1633",733346.70278,5756267.50925
"453","home","1928",784129,5764138
"453","shops","2115",777902.25512,5762634.6724
"453","home","2230",784129,5764138
"454","home","0000",773452,5754689
"454","other","0531",759074.12513,5730215.34091
"454","home","0622",773452,5754689
"454","shops","1555",777902.25512,5762634.6724
"454","work","1618",778791.70915,5745372.55639
"454","home","2359",773452,5754689
"455","home","0000",777680,5753795
"455","work","0852",777196.72455,5744398.58775
"455","shops","1700",778482.57737,5744462.75843
"455","other","1958",778546.67853,5744446.73313
"455","home","2032",777680,5753795
"456","home","0000",781920,5763679
"456","beach","1500",783893.9946,5745788.90364
"456","work","1749",786334.34808,5764005.76275
"456","home","2359",781920,5763679
"457","home","0000",771826,5760141
"457","beach","0820",790861.74053,5752552.89152
"457","home","1014",771826,5760141
"457","work","1237",777704.05806,5743980.73808
"457","home","2051",771826,5760141
"458","home","0000",779280,5763848
"458","other","0916",777888.65052,5762548.96247
"458","shops","1013",761647.31617,5762952.48569
"458","beach","1501",753128.71399,5720791.13233
"458","work","1620",779513.96035,5746544.88888
"458","home","2359",779280,5763848
"459","home","0000",783862,5756238
"459","shops","1027",789902.15203,5752276.48654
"459","beach","1453",788528.10978,5750214.98843
"459","work","1748",789434.99816,5751266.44194
"459","home","2359",783862,5756238
"460","home","0000",774432,5755001
"460","work","0934",761856.89786,5763333.34179
"460","home","1746",774432,5755001
"460","other","1820",778779.70651,5745319.61958
"460","home","2113",774432,5755001
"461","home","0000",777282,5758900
"461","other","0239",777888.65052,5762548.96247
"461","home","0510",777282,5758900
"461","beach","1301",776580.38162,5741915.32936
"461","work","1622",758548.82555,5729986.72448
"461","home","2359",777282,5758900
"462","home","0000",780492,5758347
"462","shops","0854",777902.25512,5762634.6724
"462","beach","1217",790006.00295,5750945.9283
"462","work","1728",779513.96035,5746544.88888
"462","home","2359",780492,5758347
"463","home","0000",773702,5762738
"463","work","1111",761289.50657,5762130.29619
"463","shops","1801",789974.17245,5752810.54643
"463","home","2159",773702,5762738
"464","home","0000",771512,5753261
"464","work","0818",779513.96035,5746544.88888
"464","shops","1751",790505.64718,5752116.69154
"464","home","1903",771512,5753261
"465","home","0000",783237,5754275
"465","work","0554",790106.78926,5751427.52566
"465","home","1234",783237,5754275
"465","other","1415",789863.66729,5753170.47836
"465","home","1718",783237,5754275
"466","home","0000",770720,5753723
"466","other","1507",771374.44073,5738835.66619
"466","work","1735",777704.05806,5743980.73808
"466","home","2359",770720,5753723
"467","home","0000",775993,5759276
"467","work","0909",770405.93026,5737998.74274
"467","home","1629",775993,5759276
"468","home","0000",786052,5764131
"468","other","0502",792837.45553,5769972.52889
"468","home","0701",786052,5764131
"468","work","0921",786334.34808,5764005.76275
"468","beach","1606",790861.74053,5752552.89152
"468","home","1816",786052,5764131
"469","home","0000",779831,5763356
"469","shops","1052",777902.25512,5762634.6724
"469","work","1736",786334.34808,5764005.76275
"469","home","2359",779831,5763356
"470","home","0000",773975,5756890
"470","beach","1334",786255.54497,5747965.81546
"470","shops","1454",777902.25512,5762634.6724
"470","work","1650",759223.27599,5730566.26203
"470","home","2359",773975,5756890
"471","home","0000",787394,5762069
"471","work","0636",786334.34808,5764005.76275
"471","shops","1501",777902.25512,5762634.6724
"471","home","1716",787394,5762069
"472","home","0000",786290,5754678
